BioSample	Experiment	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type	genotype
SAMN07221416	SRX2910244	20	16	SRR5674682	SRS2276826	GSM2664736	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221417	SRX2910245	23	18	SRR5674683	SRS2276827	GSM2664737	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221336	SRX2910246	18	14	SRR5674684	SRS2276829	GSM2664738	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221335	SRX2910247	16	13	SRR5674685	SRS2276828	GSM2664739	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221418	SRX2910248	20	16	SRR5674686	SRS2276830	GSM2664740	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221414	SRX2910249	24	19	SRR5674687	SRS2276831	GSM2664741	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221329	SRX2910250	23	18	SRR5674688	SRS2276832	GSM2664742	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221328	SRX2910251	23	19	SRR5674689	SRS2276833	GSM2664743	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221334	SRX2910252	25	20	SRR5674690	SRS2276834	GSM2664744	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221333	SRX2910253	24	19	SRR5674691	SRS2276835	GSM2664745	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221332	SRX2910254	23	18	SRR5674692	SRS2276836	GSM2664746	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221331	SRX2910255	9	8	SRR5674693	SRS2276837	GSM2664747	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221330	SRX2910256	24	19	SRR5674694	SRS2276838	GSM2664748	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221327	SRX2910257	18	15	SRR5674695	SRS2276839	GSM2664749	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221326	SRX2910258	10	9	SRR5674696	SRS2276840	GSM2664750	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221325	SRX2910259	23	19	SRR5674697	SRS2276841	GSM2664751	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221324	SRX2910260	13	11	SRR5674698	SRS2276842	GSM2664752	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221323	SRX2910261	24	19	SRR5674699	SRS2276843	GSM2664753	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221322	SRX2910262	28	22	SRR5674700	SRS2276844	GSM2664754	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221321	SRX2910263	5	5	SRR5674701	SRS2276845	GSM2664755	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221320	SRX2910264	28	22	SRR5674702	SRS2276847	GSM2664756	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221319	SRX2910265	27	21	SRR5674703	SRS2276846	GSM2664757	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221318	SRX2910266	17	14	SRR5674704	SRS2276849	GSM2664758	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221317	SRX2910267	23	19	SRR5674705	SRS2276848	GSM2664759	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221316	SRX2910268	2	1	SRR5674706	SRS2276850	GSM2664760	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221315	SRX2910269	27	22	SRR5674707	SRS2276851	GSM2664761	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221314	SRX2910270	16	13	SRR5674708	SRS2276852	GSM2664762	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221313	SRX2910271	20	16	SRR5674709	SRS2276853	GSM2664763	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221312	SRX2910272	21	17	SRR5674710	SRS2276855	GSM2664764	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221311	SRX2910273	20	16	SRR5674711	SRS2276854	GSM2664765	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221310	SRX2910274	24	19	SRR5674712	SRS2276856	GSM2664766	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221309	SRX2910275	27	21	SRR5674713	SRS2276858	GSM2664767	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221308	SRX2910276	19	15	SRR5674714	SRS2276857	GSM2664768	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221307	SRX2910277	20	16	SRR5674715	SRS2276861	GSM2664769	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221669	SRX2910278	24	19	SRR5674716	SRS2276859	GSM2664770	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221668	SRX2910279	23	18	SRR5674717	SRS2276862	GSM2664771	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221667	SRX2910280	26	21	SRR5674718	SRS2276860	GSM2664772	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221666	SRX2910281	21	17	SRR5674719	SRS2276863	GSM2664773	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221665	SRX2910282	13	11	SRR5674720	SRS2276868	GSM2664774	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221664	SRX2910283	24	19	SRR5674721	SRS2276864	GSM2664775	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221663	SRX2910284	20	16	SRR5674722	SRS2276865	GSM2664776	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221662	SRX2910285	21	17	SRR5674723	SRS2276867	GSM2664777	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221661	SRX2910286	22	17	SRR5674724	SRS2276866	GSM2664778	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221660	SRX2910287	27	21	SRR5674725	SRS2276870	GSM2664779	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221659	SRX2910288	26	20	SRR5674726	SRS2276869	GSM2664780	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221658	SRX2910289	3	3	SRR5674727	SRS2276873	GSM2664781	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221657	SRX2910290	7	6	SRR5674728	SRS2276872	GSM2664782	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221656	SRX2910291	22	18	SRR5674729	SRS2276871	GSM2664783	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221655	SRX2910292	18	15	SRR5674730	SRS2276875	GSM2664784	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221654	SRX2910293	23	18	SRR5674731	SRS2276874	GSM2664785	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221653	SRX2910294	1	1	SRR5674732	SRS2276878	GSM2664786	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221652	SRX2910295	18	14	SRR5674733	SRS2276876	GSM2664787	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221651	SRX2910296	7	6	SRR5674734	SRS2276877	GSM2664788	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221650	SRX2910297	19	15	SRR5674735	SRS2276879	GSM2664789	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221649	SRX2910298	19	16	SRR5674736	SRS2276880	GSM2664790	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221648	SRX2910299	22	18	SRR5674737	SRS2276882	GSM2664791	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221647	SRX2910300	19	16	SRR5674738	SRS2276881	GSM2664792	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221646	SRX2910301	23	18	SRR5674739	SRS2276885	GSM2664793	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221645	SRX2910302	18	15	SRR5674740	SRS2276883	GSM2664794	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221644	SRX2910303	14	12	SRR5674741	SRS2276884	GSM2664795	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221643	SRX2910304	18	15	SRR5674742	SRS2276886	GSM2664796	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221642	SRX2910305	10	9	SRR5674743	SRS2276888	GSM2664797	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221641	SRX2910306	5	4	SRR5674744	SRS2276887	GSM2664798	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221640	SRX2910307	24	19	SRR5674745	SRS2276889	GSM2664799	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221609	SRX2910308	15	12	SRR5674746	SRS2276890	GSM2664800	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221608	SRX2910309	20	16	SRR5674747	SRS2276891	GSM2664801	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221607	SRX2910310	21	17	SRR5674748	SRS2276892	GSM2664802	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221606	SRX2910311	21	17	SRR5674749	SRS2276894	GSM2664803	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221605	SRX2910312	27	21	SRR5674750	SRS2276893	GSM2664804	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221604	SRX2910313	23	19	SRR5674751	SRS2276895	GSM2664805	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221603	SRX2910314	10	9	SRR5674752	SRS2276942	GSM2664806	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221602	SRX2910315	21	17	SRR5674753	SRS2276896	GSM2664807	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221601	SRX2910316	20	17	SRR5674754	SRS2276897	GSM2664808	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221600	SRX2910317	8	7	SRR5674755	SRS2276899	GSM2664809	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221598	SRX2910318	11	10	SRR5674756	SRS2276898	GSM2664810	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
SAMN07221597	SRX2910319	24	19	SRR5674757	SRS2276900	GSM2664811	E12.5	RNA-Seq	43	PRJNA390143	GEO	public	sra	ncbi	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2017-06-13	Mus musculus	ILLUMINA	2017-07-10	SRP109011	sympatho-adrenal anlage	Wnt1-Cre/R26Tomato
